chrom,pos,freq
1,1110,0.02631578947368421
1,2271,0.03125
1,2402,0.03125
1,4559,0.027777777777777776
1,4862,0.025
1,6855,0.02857142857142857
1,6866,0.02857142857142857
1,6867,0.027777777777777776
1,6868,0.027777777777777776
1,6869,0.024390243902439025
1,6873,0.024390243902439025
1,7495,0.024390243902439025
1,7919,0.027777777777777776
1,7922,0.029411764705882353
1,8137,0.03225806451612903
1,18291,0.03333333333333333
1,21363,0.02702702702702703
1,24633,0.024390243902439025
1,28183,0.02564102564102564
1,28186,0.02564102564102564
1,28187,0.02564102564102564
1,28190,0.02631578947368421
1,36048,0.025
1,82635,0.024390243902439025
1,82653,0.023809523809523808
1,82662,0.025
1,82701,0.027777777777777776
1,93543,0.022222222222222223
1,95430,0.04878048780487805
1,95542,0.022222222222222223
1,95599,0.022222222222222223
1,95614,0.022222222222222223
1,95666,0.05
1,95881,0.022727272727272728
1,100315,0.16216216216216217
1,100325,0.3235294117647059
1,100330,0.8333333333333334
1,100363,0.046511627906976744
1,100608,0.14705882352941177
1,101269,0.08108108108108109
1,102134,0.024390243902439025
1,102186,0.023809523809523808
1,102500,0.02631578947368421
1,105156,0.023809523809523808
1,105189,0.023809523809523808
1,105228,0.05555555555555555
1,107308,0.022222222222222223
1,107610,0.022727272727272728
1,107626,0.2571428571428571
1,107633,0.022727272727272728
1,107700,0.046511627906976744
1,107714,0.022727272727272728
1,107756,0.3333333333333333
1,107823,0.2903225806451613
1,107835,0.025
1,107990,0.022727272727272728
1,108002,0.4666666666666667
1,108008,0.19444444444444445
1,108112,0.023255813953488372
1,108207,0.023255813953488372
1,108219,0.023809523809523808
1,108291,0.024390243902439025
1,109327,0.024390243902439025
1,111192,0.024390243902439025
1,111401,0.022727272727272728
1,111635,0.022727272727272728
1,111692,0.09523809523809523
1,111774,0.046511627906976744
1,111821,0.022222222222222223
1,112039,0.022727272727272728
1,112188,0.15384615384615385
1,112246,0.022222222222222223
1,112276,0.022222222222222223
1,112616,0.045454545454545456
1,112862,0.022222222222222223
1,112876,0.022222222222222223
1,113081,0.023255813953488372
1,113096,0.047619047619047616
1,113102,0.047619047619047616
1,113105,0.023255813953488372
1,113132,0.023809523809523808
1,113178,0.022222222222222223
1,113227,0.022222222222222223
1,113413,0.022222222222222223
1,113889,0.045454545454545456
1,113928,0.022727272727272728
1,114473,0.9130434782608695
1,114559,0.0975609756097561
1,114724,0.07142857142857142
1,115158,0.022222222222222223
1,115256,0.022222222222222223
1,115455,0.046511627906976744
1,119093,0.02702702702702703
1,119524,0.022727272727272728
1,119637,0.022727272727272728
1,119966,0.07317073170731707
1,119985,0.07142857142857142
1,120106,0.07142857142857142
1,120724,0.022727272727272728
1,120731,0.07317073170731707
1,120736,0.13513513513513514
1,120746,0.04878048780487805
1,120750,0.023255813953488372
1,120785,0.023255813953488372
1,124868,0.07142857142857142
1,125116,0.022727272727272728
1,125126,0.022727272727272728
1,125175,0.022727272727272728
1,125193,0.022727272727272728
1,125303,0.8333333333333334
1,125305,0.07142857142857142
1,125324,0.022727272727272728
1,126506,0.025
1,126523,0.02564102564102564
1,127858,0.023255813953488372
1,127906,0.023255813953488372
1,127920,0.047619047619047616
1,128115,0.024390243902439025
1,128924,0.027777777777777776
1,129251,0.023255813953488372
1,129287,0.022727272727272728
1,129514,0.022222222222222223
1,129887,0.022727272727272728
1,130339,0.24324324324324326
1,130676,0.022727272727272728
1,132554,0.023809523809523808
1,132574,0.04878048780487805
1,132596,0.024390243902439025
1,132642,0.023809523809523808
1,132675,0.025
1,132868,0.024390243902439025
1,134303,0.023255813953488372
1,134874,0.022727272727272728
1,135054,0.022222222222222223
1,135799,0.022727272727272728
1,135906,0.022727272727272728
1,136024,0.022222222222222223
1,136051,0.022222222222222223
1,136294,0.022222222222222223
1,136295,0.022222222222222223
1,136422,0.5172413793103449
1,136456,0.023809523809523808
1,136765,0.023255813953488372
1,136768,0.022727272727272728
1,136777,0.046511627906976744
1,137557,0.02631578947368421
1,137596,0.02631578947368421
1,137929,0.04878048780487805
1,137953,0.022222222222222223
1,137964,0.046511627906976744
1,138252,0.046511627906976744
1,138484,0.022727272727272728
1,138688,0.023809523809523808
1,138823,0.68
1,138966,0.05
1,139190,0.02564102564102564
1,139191,0.25
1,139192,0.024390243902439025
1,140812,0.022222222222222223
1,141230,0.05405405405405406
1,141262,0.02857142857142857
1,141265,0.02702702702702703
1,141594,0.07142857142857142
1,141595,0.022222222222222223
1,141658,0.21621621621621623
1,141901,0.04878048780487805
1,142182,0.047619047619047616
1,143598,0.023809523809523808
1,143860,0.022727272727272728
1,143892,0.045454545454545456
1,143959,0.022727272727272728
1,144083,0.022727272727272728
1,144185,0.022222222222222223
1,144530,0.022727272727272728
1,144660,0.022727272727272728
1,144692,0.022222222222222223
1,144693,0.022222222222222223
1,144746,0.1282051282051282
1,144761,0.022222222222222223
1,144782,0.023255813953488372
1,144870,0.7692307692307693
1,144877,0.7692307692307693
1,144931,0.022222222222222223
1,145041,0.022727272727272728
1,145115,0.022222222222222223
1,145227,0.2777777777777778
1,145515,0.30303030303030304
1,145560,0.5714285714285714
1,145674,0.022727272727272728
1,145682,0.6153846153846154
1,146090,0.02564102564102564
1,146097,0.02564102564102564
1,146113,0.02631578947368421
1,146175,0.02702702702702703
1,146188,0.02702702702702703
1,147993,0.25
1,148280,0.022727272727272728
1,148490,0.022222222222222223
1,148768,0.045454545454545456
1,148773,0.045454545454545456
1,148811,0.022727272727272728
1,148830,0.023255813953488372
1,148917,0.022222222222222223
1,148985,0.022727272727272728
1,149253,0.022222222222222223
1,149271,0.022222222222222223
1,149369,0.022222222222222223
1,149418,0.022222222222222223
1,149561,0.022222222222222223
1,149598,0.3235294117647059
1,149613,0.023255813953488372
1,149619,0.023255813953488372
1,149621,0.023255813953488372
1,150002,0.045454545454545456
1,150064,0.022222222222222223
1,150202,0.022222222222222223
1,150213,0.022222222222222223
1,150214,0.022222222222222223
1,150409,0.06976744186046512
1,150615,0.07142857142857142
1,150836,0.047619047619047616
1,151003,0.022727272727272728
1,151088,0.022727272727272728
1,151104,0.023255813953488372
1,151224,0.046511627906976744
1,151226,0.046511627906976744
1,151466,0.022222222222222223
1,151707,0.022222222222222223
1,151810,0.04878048780487805
1,151830,0.023255813953488372
1,152159,0.023255813953488372
1,152330,0.022727272727272728
1,152333,0.022222222222222223
1,152481,0.022222222222222223
1,154313,0.025
1,154678,0.023809523809523808
1,154695,0.04878048780487805
1,155332,0.022222222222222223
1,155360,0.045454545454545456
1,155402,0.046511627906976744
1,155460,0.022727272727272728
1,155736,0.023255813953488372
1,155811,0.2727272727272727
1,155877,0.4
1,155895,0.4
1,155939,0.4482758620689655
1,155977,0.4482758620689655
1,155978,0.4482758620689655
1,155984,0.04878048780487805
1,156158,0.023809523809523808
1,156338,0.022727272727272728
1,156467,0.024390243902439025
1,156910,0.022727272727272728
1,156987,0.022727272727272728
1,157138,0.022727272727272728
1,157146,0.023255813953488372
1,157160,0.022727272727272728
1,157163,0.022727272727272728
1,157200,0.11428571428571428
1,157232,0.022222222222222223
1,157235,0.022222222222222223
1,157283,0.022222222222222223
1,157586,0.024390243902439025
1,157806,0.08571428571428572
1,157827,0.02631578947368421
1,157896,0.05263157894736842
1,157907,0.024390243902439025
1,158124,0.022727272727272728
1,158737,0.022222222222222223
1,158952,0.06976744186046512
1,159266,0.2692307692307692
1,159307,0.02857142857142857
1,159335,0.030303030303030304
1,160180,0.02631578947368421
1,160198,0.02702702702702703
1,160244,0.02564102564102564
1,161376,0.027777777777777776
1,161523,0.36
1,161640,0.2
1,161865,0.32142857142857145
1,161884,0.02631578947368421
1,161885,0.9
1,162004,0.025
1,162130,0.02857142857142857
1,162133,0.025
1,162151,0.02564102564102564
1,162271,0.024390243902439025
1,162280,0.023255813953488372
1,162384,0.29411764705882354
1,162509,0.022222222222222223
1,162526,0.022222222222222223
1,162603,0.1282051282051282
1,162666,0.022222222222222223
1,162765,0.6
1,162981,0.5185185185185185
1,163045,0.023255813953488372
1,163071,0.29411764705882354
1,163080,0.3235294117647059
1,163093,0.022222222222222223
1,163118,0.3333333333333333
1,163145,0.9565217391304348
1,163257,0.15
1,163333,0.08571428571428572
1,163343,0.12121212121212122
1,163670,0.022222222222222223
1,164024,0.48148148148148145
1,164878,0.02631578947368421
1,164960,0.029411764705882353
1,165019,0.41379310344827586
1,165063,0.025
1,165214,0.7727272727272727
1,165297,0.029411764705882353
1,165588,0.1724137931034483
1,165723,0.03225806451612903
